manufacturer,model,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_int,mileage,engine_cc,max_power_bhp,torque,seats
Hyundai,Creta,Hyundai Creta,2015,965000,60000,Diesel,Individual,Manual,First Owner,20,19.67 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Skoda,Rapid,Skoda Rapid,2013,395000,35000,Petrol,Individual,Automatic,Second Owner,14,14.3 kmpl,1598,104,153Nm@ 3800rpm,5
Maruti,Ertiga,Maruti Ertiga,2013,700000,37659,Diesel,Individual,Manual,First Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Maruti,Ritz,Maruti Ritz,2012,250000,89000,Diesel,Individual,Manual,Second Owner,23,23.2 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Ertiga,Maruti Ertiga,2013,680000,37500,Diesel,Individual,Manual,Second Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Tata,Tiago Revotorq,Tata Tiago Revotorq,2018,500000,5000,Petrol,Individual,Automatic,First Owner,24,23.84 kmpl,1199,84,114Nm@ 3500rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2013,420000,21000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,113.75nm@ 4000rpm,5
Maruti,Alto 800,Maruti Alto 800,2017,290000,10000,Petrol,Individual,Manual,Second Owner,24,23.95 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,750000,30000,Diesel,Individual,Manual,First Owner,28,28.4 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Eeco,Maruti Eeco,2015,300000,19800,Petrol,Individual,Manual,First Owner,15,15.37 kmpl,1196,73,101Nm@ 3000rpm,7
Maruti,Ritz,Maruti Ritz,2011,250000,90000,Diesel,Individual,Manual,Third Owner,21,21.1 kmpl,1248,74,113Nm@ 4500rpm,5
Honda,Brio,Honda Brio,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19,19.4 kmpl,1198,87,109Nm@ 4500rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,19,18.9 kmpl,1197,82,114Nm@ 4000rpm,5
Maruti,Ertiga,Maruti Ertiga,2013,550000,120000,Diesel,Individual,Manual,Third Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Maruti,Swift Dzire,Maruti Swift Dzire,2012,341000,120000,Diesel,Individual,Manual,First Owner,19,19.3 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2017,600000,50000,Diesel,Individual,Manual,First Owner,24,24.0 kmpl,1186,74,190.24nm@ 1750-2250rpm,5
Honda,City,Honda City,2014,650000,167000,Diesel,Individual,Manual,First Owner,25,25.1 kmpl,1498,99,200Nm@ 1750rpm,5
Tata,Indigo,Tata Indigo,2014,215000,100000,Diesel,Individual,Manual,Second Owner,25,25.0 kmpl,1396,69,140Nm@ 1800-3000rpm,5
Maruti,Ciaz,Maruti Ciaz,2017,650000,60000,Diesel,Individual,Manual,First Owner,28,28.09 kmpl,1248,89,200Nm@ 1750rpm,5
Hyundai,i20 Sportz,Hyundai i20 Sportz,2014,500000,17000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1197,82,114.7Nm@ 4000rpm,5
Maruti,Beno,Maruti Beno,2017,550000,46000,Petrol,Individual,Manual,First Owner,21,21.4 kmpl,1197,83,115Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2015,475000,60000,Diesel,Individual,Manual,First Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Xcent,Hyundai Xcent,2015,425000,60000,Diesel,Individual,Manual,First Owner,24,24.4 kmpl,1120,71,180.4Nm@ 1750-2500rpm,5
Toyota,Corolla Altis,Toyota Corolla Altis,2012,476999,90000,Diesel,Individual,Manual,Fourth & Above Owner,21,21.43 kmpl,1364,87,205Nm@ 1800-2800rpm,5
Chevrolet,Spark,Chevrolet Spark,2011,150000,40000,Petrol,Individual,Manual,Second Owner,18,18.0 kmpl,995,62,90.3Nm@ 4200rpm,5
Maruti,Alto 800,Maruti Alto 800,2011,225000,90000,Petrol,Individual,Manual,First Owner,20,19.7 kmpl,796,46,62Nm@ 3000rpm,5
Maruti,Alto 800,Maruti Alto 800,2010,190000,80000,Petrol,Individual,Manual,First Owner,20,19.7 kmpl,796,46,62Nm@ 3000rpm,5
Mahindra,Bolero,Mahindra Bolero,2011,400000,70000,Diesel,Individual,Manual,Second Owner,14,13.6 kmpl,2523,63,180 Nm at 1440-1500rpm,7
Audi,Q5,Audi Q5,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17,17.01 kmpl,1968,188,400nm@ 1750-3000rpm,5
Jaguar,XF,Jaguar XF,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19,19.33 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Mahindra,Thar,Mahindra Thar,2018,900000,12000,Diesel,Dealer,Manual,First Owner,17,16.55 kmpl,2498,105,247Nm@ 1800-2000rpm,6
Toyota,Camry Hybrid,Toyota Camry Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,First Owner,19,19.16 kmpl,2494,158,213Nm@ 4500rpm,5
Honda,Jazz,Honda Jazz,2016,550000,56494,Petrol,Dealer,Manual,First Owner,18,18.2 kmpl,1199,89,110Nm@ 4800rpm,5
Toyota,Innova,Toyota Innova,2013,750000,79328,Diesel,Dealer,Manual,Second Owner,13,12.99 kmpl,2494,101,200Nm@ 1200-3600rpm,7
Honda,Amaze,Honda Amaze,2019,779000,7032,Petrol,Dealer,Automatic,First Owner,19,19.0 kmpl,1199,89,110Nm@ 4800rpm,5
BMW,5 Series,BMW 5 Series,2018,4000000,10000,Diesel,Dealer,Automatic,First Owner,22,22.48 kmpl,1995,188,400Nm@ 1750-2500rpm,5
Mercedes-Benz,E-Class,Mercedes-Benz E-Class,2019,5200000,17000,Petrol,Dealer,Automatic,First Owner,15,15.0 kmpl,1991,194,300Nm@ 1600-4000rpm,5
Tata,Hexa,Tata Hexa,2017,969999,26500,Diesel,Dealer,Manual,First Owner,18,17.6 kmpl,2179,148,320Nm@ 1500-3000rpm,7
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,14,13.5 kmpl,2987,255,620Nm@ 1600-2400rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2016,475000,45629,Petrol,Dealer,Automatic,First Owner,19,18.9 kmpl,1197,82,113.75nm@ 4000rpm,5
Mahindra,Bolero,Mahindra Bolero,2019,740000,35000,Diesel,Individual,Manual,First Owner,17,16.5 kmpl,1493,70,195Nm@ 1400-2200rpm,7
Mahindra,KUV 100,Mahindra KUV 100,2018,400000,15000,Petrol,Individual,Manual,First Owner,18,18.15 kmpl,1198,82,115Nm@ 3500-3600rpm,6
Maruti,Wagon R,Maruti Wagon R,2018,430000,14000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Mahindra,XUV 300,Mahindra XUV 300,2019,1132000,20000,Petrol,Individual,Manual,First Owner,17,17.0 kmpl,1197,110,200Nm@ 2000-3500rpm,5
Maruti,Wagon R,Maruti Wagon R,2017,352000,68850,Petrol,Dealer,Manual,First Owner,19,18.9 kmpl,998,67,90Nm@ 3500rpm,5
Tata,Tiago Revotorq,Tata Tiago Revotorq,2016,252999,45775,Petrol,Dealer,Manual,First Owner,24,23.84 kmpl,1199,84,114Nm@ 3500rpm,5
Chevrolet,Spark,Chevrolet Spark,2012,80000,70000,Petrol,Individual,Manual,Second Owner,16,16.2 kmpl,995,62,90.3Nm@ 4200rpm,5
Maruti,Wagon R,Maruti Wagon R,2015,313000,68203,Petrol,Dealer,Manual,First Owner,22,21.79 kmpl,998,67,90Nm@ 3500rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2014,380000,30000,Petrol,Individual,Manual,Second Owner,19,18.9 kmpl,1197,82,113.75Nm@ 4000rpm,5
Renault,KWID,Renault KWID,2018,350000,25000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Renault,Duster,Renault Duster,2016,600000,90000,Diesel,Individual,Manual,Second Owner,20,19.87 kmpl,1461,84,200Nm@ 1750rpm,5
Tata,Manza,Tata Manza,2011,88000,97343,Diesel,Dealer,Manual,First Owner,19,18.8 kmpl,1248,90,200Nm@ 1750-3000rpm,5
Hyundai,i10,Hyundai i10,2014,290000,31000,Petrol,Individual,Manual,First Owner,20,20.36 kmpl,1197,79,111.8Nm@ 4000rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2014,650000,70000,Diesel,Individual,Manual,First Owner,15,15.4 kmpl,2179,120,280Nm@ 1800-2800rpm,7
Maruti,Eeco,Maruti Eeco,2015,380000,20000,CNG,Individual,Manual,First Owner,22,21.94 kmpl,1196,62,85Nm@ 3000rpm,5
Hyundai,EON,Hyundai EON,2014,180000,62000,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Tata,Safari,Tata Safari,2012,132000,82507,Diesel,Dealer,Manual,First Owner,14,13.93 kmpl,2179,138,320Nm@ 1700-2700rpm,7
Chevrolet,Beat,Chevrolet Beat,2010,110000,60000,Petrol,Individual,Manual,Second Owner,19,18.6 kmpl,1199,79,108Nm@ 4400rpm,5
Maruti,Alto 800,Maruti Alto 800,2018,390000,10000,Petrol,Individual,Manual,First Owner,24,23.95 kmpl,998,67,90Nm@ 3500rpm,5
Hyundai,i20 Asta,Hyundai i20 Asta,2015,550000,70000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1197,82,114.7Nm@ 4000rpm,5
Hyundai,EON,Hyundai EON,2013,275000,20000,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Maruti,SX4,Maruti SX4,2009,250000,125876,Petrol,Individual,Manual,Second Owner,15,15.0 kmpl,1586,105,"145@ 4,100(kgm@ rpm)",5
Jeep,Compass,Jeep Compass,2019,2100000,5000,Petrol,Individual,Automatic,First Owner,16,16.0 kmpl,1368,161,250Nm@ 1750-2500rpm,5
Tata,Sumo,Tata Sumo,2011,250000,90000,Diesel,Individual,Manual,Second Owner,14,13.55 kmpl,2179,118,250Nm@ 1500-3000rpm,7
Audi,A4,Audi A4,2014,1500000,60000,Diesel,Individual,Automatic,First Owner,17,16.55 kmpl,1968,148,320Nm@ 1750-2500rpm,5
Toyota,Innova Crysta,Toyota Innova Crysta,2011,800000,60000,Diesel,Individual,Manual,First Owner,13,12.8 kmpl,2494,102,20.4@ 1400-3400(kgm@ rpm),7
Toyota,Fortuner,Toyota Fortuner,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13,13.0 kmpl,2982,169,343Nm@ 1400-3400rpm,7
Maruti,Celerio,Maruti Celerio,2014,325000,65204,Petrol,Dealer,Automatic,First Owner,23,23.1 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Swift,Maruti Swift,2018,655000,15732,Petrol,Dealer,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Mahindra,Thar,Mahindra Thar,2019,890000,13000,Diesel,Dealer,Manual,First Owner,18,18.06 kmpl,2523,63,182.5Nm@ 1500-1800rpm,7
Maruti,Ignis,Maruti Ignis,2018,525000,33000,Petrol,Dealer,Manual,First Owner,21,20.89 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,i10,Hyundai i10,2014,300000,100000,Petrol,Individual,Manual,First Owner,20,19.81 kmpl,1086,68,99.04Nm@ 4500rpm,5
BMW,3,BMW 3,2017,2950000,39000,Diesel,Dealer,Automatic,First Owner,20,19.59 kmpl,1995,188,380Nm@ 1750-2750rpm,5
BMW,5 Series,BMW 5 Series,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18,18.12 kmpl,1995,190,400Nm@ 1750-2500rpm,5
Honda,City,Honda City,2018,925000,28900,Petrol,Dealer,Manual,First Owner,18,17.8 kmpl,1497,117,145Nm@ 4600rpm,5
Honda,City,Honda City,2017,675000,49523,Petrol,Dealer,Manual,First Owner,17,17.0 kmpl,1497,118,146Nm at 4800 rpm,5
Maruti,Vitara Brezza,Maruti Vitara Brezza,2018,745000,48000,Diesel,Dealer,Manual,First Owner,24,24.3 kmpl,1248,89,200Nm@ 1750rpm,5
Maruti,Vitara Brezza,Maruti Vitara Brezza,2018,835000,17000,Diesel,Dealer,Manual,First Owner,24,24.3 kmpl,1248,89,200Nm@ 1750rpm,5
Volkswagen,Polo,Volkswagen Polo,2019,695000,36800,Diesel,Dealer,Manual,First Owner,20,20.14 kmpl,1498,88,230Nm@ 1500-2500rpm,5
Maruti,Vitara Brezza,Maruti Vitara Brezza,2018,725000,36521,Diesel,Dealer,Manual,First Owner,24,24.3 kmpl,1248,89,200Nm@ 1750rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,620000,90000,Petrol,Individual,Manual,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Nissan,Sunny,Nissan Sunny,2014,335000,71000,Diesel,Dealer,Manual,First Owner,22,21.64 kmpl,1461,85,200Nm@ 2000rpm,5
Mahindra,XUV 500,Mahindra XUV 500,2011,475000,108000,Diesel,Dealer,Manual,First Owner,16,16.0 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Renault,Duster,Renault Duster,2015,484999,75000,Diesel,Dealer,Manual,First Owner,20,19.87 kmpl,1461,84,200Nm@ 1750rpm,5
Maruti,Ciaz,Maruti Ciaz,2015,610000,33000,Petrol,Individual,Manual,First Owner,21,20.73 kmpl,1373,91,130Nm@ 4000rpm,5
Hyundai,Creta,Hyundai Creta,2015,1000000,50000,Diesel,Individual,Manual,First Owner,20,19.67 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Renault,KWID,Renault KWID,2019,300000,35000,Petrol,Individual,Manual,First Owner,23,23.01 kmpl,999,67,91Nm@ 4250rpm,5
Hyundai,Creta,Hyundai Creta,2018,1405000,15000,Petrol,Individual,Manual,First Owner,16,15.8 kmpl,1591,121,151Nm@ 4850rpm,5
Maruti,Ciaz,Maruti Ciaz,2018,650000,22000,Petrol,Individual,Manual,Second Owner,22,21.56 kmpl,1462,103,138Nm@ 4400rpm,5
Hyundai,Creta,Hyundai Creta,2015,850000,108000,Diesel,Individual,Manual,First Owner,20,19.67 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Audi,Q5,Audi Q5,2014,1850000,76131,Diesel,Individual,Automatic,First Owner,13,13.22 kmpl,2967,241,580Nm@ 1400-3250rpm,5
Hyundai,i10,Hyundai i10,2012,267000,40000,Petrol,Individual,Manual,First Owner,20,20.36 kmpl,1197,79,111.7Nm@ 4000rpm,5
Hyundai,EON,Hyundai EON,2013,215000,47000,Petrol,Individual,Manual,Second Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Tata,Hexa,Tata Hexa,2017,1282000,45000,Diesel,Individual,Manual,First Owner,18,17.6 kmpl,2179,154,400Nm@ 1750-2500rpm,7
Maruti,Alto 800,Maruti Alto 800,2017,282000,15000,Petrol,Individual,Manual,First Owner,25,24.7 kmpl,796,47,69Nm@ 3500rpm,5
Toyota,Innova,Toyota Innova,2012,610000,90000,Diesel,Individual,Manual,First Owner,13,12.8 kmpl,2494,102,20.4@ 1400-3400(kgm@ rpm),8
Mahindra,Thar,Mahindra Thar,2018,900000,35000,Diesel,Individual,Manual,First Owner,17,16.55 kmpl,2498,105,247Nm@ 1800-2000rpm,6
Mahindra,Scorpio,Mahindra Scorpio,2015,800000,70000,Diesel,Individual,Manual,First Owner,15,15.4 kmpl,1997,120,280Nm@ 1800-2800rpm,7
Hyundai,i20 Asta,Hyundai i20 Asta,2013,380000,110000,Diesel,Individual,Manual,Second Owner,21,21.27 kmpl,1396,89,219.6Nm@ 1500-2750rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2012,450000,120000,Diesel,Individual,Manual,Second Owner,12,12.05 kmpl,2179,120,290Nm@ 1800-2800rpm,9
Maruti,SX4,Maruti SX4,2011,242000,120000,Diesel,Individual,Manual,First Owner,22,21.5 kmpl,1248,89,200Nm@ 1750rpm,5
Renault,KWID,Renault KWID,2017,350000,35000,Petrol,Individual,Manual,Second Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Tata,Tigor,Tata Tigor,2018,400000,22000,Petrol,Individual,Manual,First Owner,20,20.3 kmpl,1199,84,114Nm@ 3500rpm,5
Maruti,Wagon R,Maruti Wagon R,2017,400000,70000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Chevrolet,Sail,Chevrolet Sail,2013,246000,56000,Diesel,Dealer,Manual,First Owner,22,22.1 kmpl,1248,74,190Nm@ 1750rpm,5
Tata,Indigo,Tata Indigo,2014,221000,65000,Diesel,Dealer,Manual,First Owner,19,19.09 kmpl,1405,69,135Nm@ 2500rpm,5
Ford,Endeavour,Ford Endeavour,2013,700000,62000,Diesel,Dealer,Manual,First Owner,13,13.1 kmpl,2499,141,330Nm@ 1800rpm,7
Toyota,Fortuner,Toyota Fortuner,2016,1750000,52000,Diesel,Dealer,Automatic,First Owner,13,12.55 kmpl,2982,169,360Nm@ 1400-3200rpm,7
Hyundai,Xcent,Hyundai Xcent,2017,550000,49000,Diesel,Dealer,Manual,First Owner,25,25.4 kmpl,1186,74,190.25nm@ 1750-2250rpm,5
Maruti,Ciaz,Maruti Ciaz,2015,550000,50000,Diesel,Dealer,Manual,Second Owner,28,28.09 kmpl,1248,89,200Nm@ 1750rpm,5
Maruti,Swift,Maruti Swift,2013,375000,65000,Diesel,Dealer,Manual,First Owner,28,28.4 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Xcent,Hyundai Xcent,2015,391000,55000,Diesel,Dealer,Manual,First Owner,24,24.4 kmpl,1120,71,180.4Nm@ 1750-2500rpm,5
Mercedes-Benz,B Class,Mercedes-Benz B Class,2015,2051000,35000,Diesel,Dealer,Automatic,Second Owner,20,19.7 kmpl,2143,134,300Nm@ 1600-3000rpm,5
Chevrolet,Beat,Chevrolet Beat,2011,221000,56000,Diesel,Dealer,Manual,Second Owner,25,25.44 kmpl,936,58,150Nm@ 1750rpm,5
Fiat,Linea,Fiat Linea,2010,265000,61000,Diesel,Dealer,Manual,Second Owner,20,20.4 kmpl,1248,92,209Nm@ 2000rpm,5
Skoda,Rapid,Skoda Rapid,2011,411000,64481,Diesel,Dealer,Manual,Second Owner,21,20.5 kmpl,1598,104,250Nm@ 1500-2500rpm,5
Volkswagen,Vento,Volkswagen Vento,2011,365000,65000,Diesel,Dealer,Manual,Second Owner,21,20.54 kmpl,1598,104,250Nm@ 1500-2500rpm,5
BMW,5 Series,BMW 5 Series,2009,975000,80000,Diesel,Dealer,Automatic,Second Owner,22,22.48 kmpl,1995,188,400Nm@ 1750-2500rpm,5
Nissan,Sunny,Nissan Sunny,2015,499000,61000,Diesel,Dealer,Manual,Second Owner,23,22.71 kmpl,1461,85,200Nm@ 2000rpm,5
Mercedes-Benz,M-Class,Mercedes-Benz M-Class,2014,2575000,70000,Diesel,Individual,Automatic,First Owner,12,11.74 kmpl,2987,255,619Nm@ 1600-2400rpm,5
Chevrolet,Spark,Chevrolet Spark,2009,145000,30000,Petrol,Individual,Manual,First Owner,18,18.0 kmpl,995,62,90.3Nm@ 4200rpm,5
Tata,Indica Vista,Tata Indica Vista,2011,200000,200000,Diesel,Individual,Manual,Second Owner,17,17.0 kmpl,1405,71,135 Nm at 2500  rpm ,5
Audi,Q3,Audi Q3,2014,1200000,230000,Diesel,Individual,Automatic,First Owner,16,15.73 kmpl,1968,174,380Nm@ 1750-2500rpm,5
Hyundai,EON,Hyundai EON,2016,280000,100000,Petrol,Individual,Manual,First Owner,20,20.3 kmpl,998,68,94.14Nm@ 3500rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2011,450000,95000,Diesel,Individual,Automatic,Second Owner,12,11.79 kmpl,2179,120,290Nm@ 1800-2800rpm,8
Honda,Mobilio,Honda Mobilio,2017,600000,70000,Petrol,Individual,Manual,First Owner,17,17.3 kmpl,1497,117,145Nm@ 4600rpm,7
Renault,KWID,Renault KWID,2016,275000,60000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Tata,Manza,Tata Manza,2010,110000,88000,Diesel,Individual,Manual,First Owner,19,18.8 kmpl,1248,90,200Nm@ 1750-3000rpm,5
Mahindra,XUV 500,Mahindra XUV 500,2012,500000,200000,Diesel,Individual,Manual,Fourth & Above Owner,15,15.1 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Mahindra,XUV 500,Mahindra XUV 500,2012,700000,60000,Diesel,Individual,Manual,Second Owner,15,15.1 kmpl,2179,140,330Nm@ 1600-2800rpm,7
BMW,3,BMW 3,2012,900000,155000,Diesel,Individual,Automatic,Second Owner,16,16.07 kmpl,1995,181,380Nm@ 1750rpm,4
Nissan,Sunny,Nissan Sunny,2013,275000,80000,Petrol,Individual,Manual,Third Owner,17,16.95 kmpl,1498,98,134Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2014,455000,40000,Diesel,Individual,Manual,First Owner,28,28.4 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Creta,Hyundai Creta,2015,900000,50000,Diesel,Individual,Manual,First Owner,20,19.67 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Maruti,Swift,Maruti Swift,2014,455000,40000,Diesel,Individual,Manual,First Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Honda,City,Honda City,2017,650000,47000,Diesel,Individual,Manual,Second Owner,26,26.0 kmpl,1498,99,200Nm@ 1750rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2018,551000,20000,Petrol,Individual,Manual,Second Owner,19,18.9 kmpl,1197,82,113.75nm@ 4000rpm,5
Volkswagen,Ameo,Volkswagen Ameo,2017,650000,49060,Diesel,Individual,Manual,First Owner,22,22.0 kmpl,1498,108,250Nm@ 1500-3000rpm,5
Hyundai,i20 Asta,Hyundai i20 Asta,2015,600000,60000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1197,82,114.7Nm@ 4000rpm,5
Maruti,Alto 800,Maruti Alto 800,2013,235000,18000,Petrol,Individual,Manual,First Owner,23,22.74 kmpl,796,47,69Nm@ 3500rpm,5
Ford,Ecosport,Ford Ecosport,2018,800000,37161,Diesel,Dealer,Manual,First Owner,23,22.7 kmpl,1498,90,204Nm@ 2000-2750rpm,5
Hyundai,Creta,Hyundai Creta,2016,1050000,80000,Diesel,Individual,Manual,First Owner,20,19.67 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Tata,Nano,Tata Nano,2012,45000,28000,Petrol,Individual,Manual,Second Owner,25,25.4 kmpl,624,38,51Nm@ 4000+/-500rpm,4
Hyundai,Verna,Hyundai Verna,2013,450000,100000,Petrol,Individual,Automatic,Second Owner,16,15.74 kmpl,1591,121,154.9Nm@ 4200rpm,5
Volkswagen,Polo,Volkswagen Polo,2014,391000,120000,Diesel,Individual,Manual,Second Owner,20,20.14 kmpl,1498,89,230Nm@ 1500-2500rpm,5
Chevrolet,Enjoy,Chevrolet Enjoy,2013,380000,70000,Diesel,Individual,Manual,Second Owner,18,18.2 kmpl,1248,74,172.5Nm@ 1750rpm,7
Maruti,Wagon R,Maruti Wagon R,2010,170000,90000,Petrol,Individual,Manual,Second Owner,19,18.9 kmpl,1061,67,84Nm@ 3500rpm,5
Tata,Sumo,Tata Sumo,2011,250000,90000,Diesel,Individual,Manual,Second Owner,14,13.55 kmpl,2179,118,250Nm@ 1500-3000rpm,7
Toyota,Innova Crysta,Toyota Innova Crysta,2011,800000,60000,Diesel,Individual,Manual,First Owner,13,12.8 kmpl,2494,102,20.4@ 1400-3400(kgm@ rpm),7
Toyota,Fortuner,Toyota Fortuner,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13,13.0 kmpl,2982,169,343Nm@ 1400-3400rpm,7
Mahindra,Thar,Mahindra Thar,2014,700000,24000,Diesel,Individual,Manual,First Owner,17,16.55 kmpl,2498,105,247Nm@ 1800-2000rpm,6
Honda,Mobilio,Honda Mobilio,2016,450000,100000,Diesel,Individual,Manual,Second Owner,24,24.2 kmpl,1498,99,200Nm@ 1750rpm,7
Mahindra,KUV 100,Mahindra KUV 100,2018,650000,6000,Petrol,Individual,Manual,First Owner,18,18.15 kmpl,1198,82,115Nm@ 3500-3600rpm,6
Mahindra,XUV 500,Mahindra XUV 500,2013,950000,49700,Diesel,Individual,Manual,First Owner,15,15.1 kmpl,2179,140,330Nm@ 1600-2800rpm,7
Maruti,Swift Dzire,Maruti Swift Dzire,2019,600000,10000,Petrol,Individual,Automatic,First Owner,21,21.21 kmpl,1197,82,113Nm@ 4200rpm,5
Renault,KWID,Renault KWID,2019,290000,21000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Maruti,Alto 800,Maruti Alto 800,2013,215000,25000,Petrol,Individual,Manual,First Owner,21,20.92 kmpl,998,67,90Nm@ 3500rpm,5
Renault,KWID,Renault KWID,2016,250000,22000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Maruti,Ertiga,Maruti Ertiga,2017,750000,50000,Diesel,Individual,Manual,First Owner,25,24.52 kmpl,1248,89,200Nm@ 1750rpm,7
Maruti,Alto 800,Maruti Alto 800,2016,250000,20000,Petrol,Individual,Manual,Second Owner,24,23.95 kmpl,998,67,90Nm@ 3500rpm,5
Honda,Brio,Honda Brio,2017,950000,15000,Petrol,Individual,Automatic,First Owner,15,15.4 kmpl,1497,117,145Nm@ 4600rpm,7
Ford,Figo,Ford Figo,2018,793000,30000,Diesel,Individual,Manual,First Owner,26,25.83 kmpl,1498,99,215Nm@ 1750-3000rpm,5
Hyundai,Creta,Hyundai Creta,2015,750000,74000,Diesel,Individual,Manual,First Owner,20,19.67 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Honda,Jazz,Honda Jazz,2017,725000,6550,Petrol,Individual,Automatic,First Owner,18,18.2 kmpl,1199,89,110Nm@ 4800rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2016,480000,30000,Diesel,Individual,Manual,First Owner,24,24.0 kmpl,1120,70,160Nm@ 1500-2750rpm,5
Jaguar,XF,Jaguar XF,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,14,13.6 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Jaguar,XF,Jaguar XF,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19,19.33 kmpl,1999,177,430Nm@ 1750-2500rpm,5
Tata,Safari,Tata Safari,2015,503000,110000,Diesel,Individual,Manual,First Owner,14,14.1 kmpl,2179,148,320Nm@ 1500-3000rpm,7
Volvo,XC40 D4,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18,18.0 kmpl,1969,190,400Nm,5
Toyota,Camry Hybrid,Toyota Camry Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,First Owner,19,19.16 kmpl,2494,158,213Nm@ 4500rpm,5
Maruti,Wagon R,Maruti Wagon R,2013,225000,58343,Petrol,Dealer,Manual,First Owner,22,21.79 kmpl,998,67,90Nm@ 3500rpm,5
Maruti,Beno,Maruti Beno,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27,27.39 kmpl,1248,74,190Nm@ 2000rpm,5
Honda,Jazz,Honda Jazz,2016,550000,56494,Petrol,Dealer,Manual,First Owner,18,18.2 kmpl,1199,89,110Nm@ 4800rpm,5
