name,manufacturer,model,year,km_driven,fuel,transmission,owner,mileage_int,cmp,selling_price
Tata Zest,Tata,Zest,2017,15000,Petrol,Manual,First Owner,18,877000,415000
Hyundai Creta,Hyundai,Creta,2017,40000,Diesel,Manual,First Owner,21,102800,1100000
Volkswagen Ameo,Volkswagen,Ameo,2016,35000,Petrol,Manual,First Owner,17,567000,500000
Mahindra Bolero,Mahindra,Bolero,2014,70000,Diesel,Manual,Second Owner,16,920000,509999
Hyundai Verna,Hyundai,Verna,2013,80000,Diesel,Manual,Second Owner,22,932000,500000
Tata Indica,Tata,Indica,2009,100000,Diesel,Manual,Second Owner,17,469000,45000
Renault KWID,Renault,KWID,2017,50000,Petrol,Manual,First Owner,25,449000,270000
Hyundai i20 Active,Hyundai,i20 Active,2017,40000,Petrol,Manual,First Owner,17,713000,550000
Renault KWID,Renault,KWID,2016,60000,Petrol,Manual,First Owner,23,449000,235000
Hyundai i20,Hyundai,i20,2018,40000,Petrol,Manual,First Owner,19,698000,600000
Honda Jazz,Honda,Jazz,2015,60000,Diesel,Manual,First Owner,27,796000,525000
Maruti Swift,Maruti,Swift,2012,90000,Diesel,Manual,First Owner,23,591000,325000
Maruti Swift Dzire,Maruti,Swift Dzire,2014,90000,Diesel,Manual,First Owner,23,690000,420000
Maruti Alto 800,Maruti,Alto 800,2014,60000,Petrol,Manual,Second Owner,21,503000,229999
Maruti Swift Dzire,Maruti,Swift Dzire,2013,80000,Diesel,Manual,Fourth & Above Owner,23,690000,375000
Mahindra Scorpio,Mahindra,Scorpio,2012,120000,Diesel,Manual,First Owner,12,133000,750000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2018,40000,Petrol,Manual,First Owner,24,693000,400000
Mahindra XUV 500,Mahindra,XUV 500,2013,91000,Diesel,Manual,First Owner,15,149500,600000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2020,15000,Petrol,Manual,First Owner,24,693000,500000
Skoda Rapid,Skoda,Rapid,2018,40000,Diesel,Manual,First Owner,21,156000,950000
Nissan Sunny,Nissan,Sunny,2013,212000,Diesel,Manual,First Owner,22,829000,375000
Maruti Swift Dzire,Maruti,Swift Dzire,2018,30000,Diesel,Manual,First Owner,28,690000,780000
Hyundai Santro,Hyundai,Santro,2018,30000,Petrol,Manual,First Owner,20,486000,575000
Hyundai i20,Hyundai,i20,2017,30000,Petrol,Manual,Second Owner,19,698000,563000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2017,15000,Petrol,Manual,First Owner,24,693000,450000
Toyota Innova Crysta,Toyota,Innova Crysta,2020,1000,Diesel,Automatic,First Owner,14,178600,2300000
Hyundai i20 Asta,Hyundai,i20 Asta,2010,135000,Diesel,Manual,Second Owner,23,875000,320000
Maruti Eeco,Maruti,Eeco,2017,120000,Petrol,Manual,First Owner,15,535000,400000
Mahindra Xylo,Mahindra,Xylo,2011,230000,Diesel,Manual,First Owner,14,998000,600000
Renault KWID,Renault,KWID,2016,60000,Petrol,Manual,Second Owner,23,449000,315000
BMW 3,BMW,3,2012,80000,Diesel,Automatic,Second Owner,16,559900,1100000
Maruti Swift Dzire,Maruti,Swift Dzire,2010,190000,Diesel,Manual,Second Owner,19,690000,350000
Maruti Eeco,Maruti,Eeco,2016,120000,Petrol,Manual,First Owner,15,535000,375000
Toyota Innova,Toyota,Innova,2013,217000,Diesel,Manual,Second Owner,13,186300,1050000
Maruti Celerio,Maruti,Celerio,2015,29000,Petrol,Manual,First Owner,23,515000,350000
Maruti Wagon R,Maruti,Wagon R,2010,120000,Petrol,Manual,Third Owner,19,690000,120000
Mahindra XUV 500,Mahindra,XUV 500,2015,90000,Diesel,Manual,First Owner,16,149500,819999
Hyundai i20,Hyundai,i20,2018,30000,Petrol,Manual,First Owner,19,698000,700000
Maruti Celerio,Maruti,Celerio,2018,30000,Petrol,Automatic,Second Owner,23,515000,451999
Hyundai Grand i10,Hyundai,Grand i10,2016,56000,Petrol,Manual,Third Owner,19,707000,500000
Toyota Innova,Toyota,Innova,2015,90000,Diesel,Manual,First Owner,13,186300,1250000
Mahindra TUV 300,Mahindra,TUV 300,2015,120000,Diesel,Manual,First Owner,18,859000,500000
Maruti Swift,Maruti,Swift,2015,60000,Diesel,Manual,First Owner,25,591000,490000
Maruti Wagon R,Maruti,Wagon R,2012,35000,Petrol,Manual,First Owner,19,690000,240000
Hyundai i20,Hyundai,i20,2018,19500,Petrol,Manual,First Owner,19,698000,655000
Hyundai i20 Active,Hyundai,i20 Active,2018,38426,Petrol,Manual,First Owner,17,713000,620000
Maruti Swift,Maruti,Swift,2015,35000,Petrol,Manual,Second Owner,20,591000,450000
Maruti Wagon R,Maruti,Wagon R,2014,35000,Petrol,Manual,Second Owner,21,690000,310000
Chevrolet Beat,Chevrolet,Beat,2012,120000,Diesel,Manual,First Owner,25,396000,180000
Tata Indica Vista,Tata,Indica Vista,2011,120000,Diesel,Manual,First Owner,19,611000,150000
Ford Figo,Ford,Figo,2011,112000,Diesel,Manual,Second Owner,20,690000,160000
Mahindra Scorpio,Mahindra,Scorpio,2013,70000,Diesel,Manual,Third Owner,14,133000,600000
Skoda Rapid,Skoda,Rapid,2012,145000,Diesel,Manual,First Owner,21,156000,380000
Toyota Innova,Toyota,Innova,2011,500000,Diesel,Manual,Second Owner,13,186300,350000
Tata Indigo,Tata,Indigo,2012,146000,Diesel,Manual,First Owner,20,566000,135000
Hyundai Grand i10,Hyundai,Grand i10,2018,10000,Petrol,Manual,First Owner,19,707000,610000
Volkswagen Polo,Volkswagen,Polo,2020,50000,Diesel,Manual,First Owner,20,645000,260000
Hyundai Xcent,Hyundai,Xcent,2017,25000,Petrol,Manual,First Owner,20,685000,500000
Renault KWID,Renault,KWID,2016,20000,Petrol,Manual,First Owner,23,449000,220000
Tata Indigo,Tata,Indigo,2017,50000,Diesel,Manual,First Owner,25,566000,350000
Audi Q3,Audi,Q3,2018,25000,Diesel,Automatic,Second Owner,15,431800,2200000
Hyundai i20,Hyundai,i20,2011,100000,Diesel,Manual,Second Owner,23,698000,280000
Tata Nexon Revotron,Tata,Nexon Revotron,2020,20000,Petrol,Manual,First Owner,17,1061323,919999
Hyundai i20,Hyundai,i20,2011,155000,Diesel,Manual,First Owner,23,698000,320000
Ford Figo,Ford,Figo,2012,70000,Diesel,Manual,Fourth & Above Owner,20,690000,140000
Maruti SX4,Maruti,SX4,2012,25000,Diesel,Manual,Second Owner,22,867000,310000
Chevrolet Enjoy,Chevrolet,Enjoy,2013,90000,Diesel,Manual,First Owner,18,766000,300000
Jaguar XF,Jaguar,XF,2017,9000,Diesel,Automatic,First Owner,14,716000,2711000
Jaguar XF,Jaguar,XF,2017,45000,Diesel,Automatic,First Owner,19,716000,3200000
Tata Safari,Tata,Safari,2015,110000,Diesel,Manual,First Owner,14,152000,503000
Volvo XC40 D4,Volvo,XC40 D4,2019,20000,Diesel,Automatic,First Owner,18,429000,3800000
Toyota Camry Hybrid,Toyota,Camry Hybrid,2016,68089,Petrol,Automatic,First Owner,19,514800,2000000
Maruti Wagon R,Maruti,Wagon R,2013,58343,Petrol,Manual,First Owner,22,690000,225000
Maruti Beno,Maruti,Beno,2018,38817,Diesel,Manual,First Owner,27,949000,740000
Honda Jazz,Honda,Jazz,2016,56494,Petrol,Manual,First Owner,18,796000,550000
Toyota Innova,Toyota,Innova,2013,79328,Diesel,Manual,Second Owner,13,186300,750000
Maruti Swift,Maruti,Swift,2019,5621,Petrol,Automatic,First Owner,22,591000,650000
Toyota Etios,Toyota,Etios,2017,25538,Petrol,Manual,First Owner,17,869000,625000
Maruti Swift,Maruti,Swift,2018,69779,Petrol,Automatic,First Owner,22,591000,600000
Hyundai Grand i10,Hyundai,Grand i10,2017,56290,Diesel,Manual,First Owner,24,707000,450000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,7500,Diesel,Automatic,First Owner,17,624000,5400000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,8500,Diesel,Automatic,First Owner,17,624000,5500000
Honda Amaze,Honda,Amaze,2019,7032,Petrol,Automatic,First Owner,19,634000,779000
Skoda Rapid,Skoda,Rapid,2016,11000,Petrol,Automatic,First Owner,14,156000,645000
Volvo V40 D3,Volvo,V40 D3,2018,2000,Diesel,Automatic,First Owner,17,277000,2475000
Mahindra XUV 500,Mahindra,XUV 500,2011,110000,Diesel,Manual,Second Owner,15,149500,575000
Maruti Swift,Maruti,Swift,2012,100000,Diesel,Manual,Second Owner,23,591000,380000
Tata Manza,Tata,Manza,2010,116700,Petrol,Manual,Fourth & Above Owner,15,768000,140000
Tata Zest,Tata,Zest,2015,25000,Diesel,Manual,First Owner,23,877000,475000
Mahindra Xylo,Mahindra,Xylo,2011,200000,Diesel,Manual,Third Owner,13,998000,200000
Maruti Swift,Maruti,Swift,2010,176062,Diesel,Manual,First Owner,18,591000,400000
Hyundai i10,Hyundai,i10,2010,80000,Petrol,Manual,First Owner,20,707000,275000
Chevrolet Enjoy,Chevrolet,Enjoy,2017,40000,Diesel,Manual,Second Owner,18,766000,650000
Jeep Compass,Jeep,Compass,2019,14000,Diesel,Manual,First Owner,17,295900,1850000
Renault Duster,Renault,Duster,2014,129000,Diesel,Manual,First Owner,20,101900,650000
Volkswagen Ameo,Volkswagen,Ameo,2018,82000,Diesel,Automatic,First Owner,22,567000,650000
Chevrolet Enjoy,Chevrolet,Enjoy,2017,50000,Diesel,Manual,Second Owner,18,766000,675000
Maruti Wagon R,Maruti,Wagon R,2017,39500,Petrol,Manual,First Owner,21,690000,445000
Hyundai Elite i20,Hyundai,Elite i20,2018,40000,Diesel,Manual,First Owner,23,658000,750000
Maruti Swift,Maruti,Swift,2012,56000,Diesel,Manual,Second Owner,23,591000,425000
Hyundai i20,Hyundai,i20,2017,54000,Diesel,Manual,First Owner,23,698000,850000
Maruti Wagon R,Maruti,Wagon R,2016,20000,Petrol,Manual,Second Owner,21,690000,400000
Tata Indica,Tata,Indica,2014,55896,Diesel,Manual,Second Owner,25,469000,200000
Honda Amaze,Honda,Amaze,2016,35000,Diesel,Manual,First Owner,26,634000,550000
Honda Brio,Honda,Brio,2012,97000,Petrol,Manual,Second Owner,19,566000,250000
Maruti Alto 800,Maruti,Alto 800,2014,120000,Petrol,Manual,Second Owner,23,503000,206000
Hyundai EON,Hyundai,EON,2014,50000,Petrol,Manual,First Owner,21,450000,290000
Tata Nano,Tata,Nano,2010,30400,Petrol,Manual,Fourth & Above Owner,26,251000,45000
Mahindra XUV 300,Mahindra,XUV 300,2019,15000,Diesel,Manual,First Owner,20,841000,1200000
Nissan Sunny,Nissan,Sunny,2012,110000,Diesel,Manual,Third Owner,22,829000,220000
Maruti Alto 800,Maruti,Alto 800,2010,100000,Petrol,Manual,First Owner,20,503000,170000
Maruti Swift,Maruti,Swift,2010,120000,Diesel,Manual,Second Owner,18,591000,260000
Volkswagen Vento,Volkswagen,Vento,2012,130000,Diesel,Manual,Second Owner,21,116600,315000
Maruti Alto 800,Maruti,Alto 800,2011,76000,Petrol,Manual,Second Owner,21,503000,225000
Mahindra Scorpio,Mahindra,Scorpio,2011,96000,Diesel,Manual,First Owner,12,133000,525000
Maruti Swift,Maruti,Swift,2018,90000,Diesel,Automatic,First Owner,28,591000,670000
Nissan Sunny,Nissan,Sunny,2012,110000,Diesel,Manual,Third Owner,22,829000,220000
Ford Figo,Ford,Figo,2013,25000,Diesel,Manual,First Owner,20,690000,250000
Maruti Swift Dzire,Maruti,Swift Dzire,2009,90000,Diesel,Manual,Second Owner,19,690000,229999
Maruti Swift Dzire,Maruti,Swift Dzire,2009,164000,Diesel,Manual,Second Owner,19,690000,229999
Honda Amaze,Honda,Amaze,2013,120000,Petrol,Manual,Second Owner,18,634000,300000
Maruti A-Star,Maruti,A-Star,2010,66000,Petrol,Manual,Second Owner,19,488000,165000
Tata New Safari DICOR,Tata,New Safari DICOR,2010,250000,Diesel,Manual,First Owner,14,993000,295000
Hyundai Verna,Hyundai,Verna,2011,157000,Diesel,Manual,Second Owner,22,932000,360000
Hyundai Verna,Hyundai,Verna,2011,157000,Diesel,Manual,Second Owner,22,932000,380000
Renault KWID,Renault,KWID,2017,35000,Petrol,Manual,First Owner,23,449000,300000
Datsun GO,Datsun,GO,2016,70000,Petrol,Manual,Second Owner,19,412000,325000
Tata Manza,Tata,Manza,2010,30000,Diesel,Manual,Second Owner,21,768000,160000
Mahindra Bolero,Mahindra,Bolero,2018,40000,Diesel,Manual,First Owner,17,920000,630000
Maruti Swift,Maruti,Swift,2020,5000,Petrol,Manual,First Owner,21,591000,600000
Maruti Alto 800,Maruti,Alto 800,2014,30000,Petrol,Manual,Second Owner,23,503000,229999
Maruti Swift,Maruti,Swift,2014,70000,Diesel,Manual,Second Owner,23,591000,440000
Maruti Ciaz,Maruti,Ciaz,2017,60000,Diesel,Manual,First Owner,28,887000,750000
Honda City,Honda,City,2012,80000,Petrol,Manual,Second Owner,17,113800,330000
Maruti Ciaz,Maruti,Ciaz,2016,70000,Diesel,Manual,Second Owner,28,887000,715000
Skoda Rapid,Skoda,Rapid,2017,35000,Diesel,Automatic,Second Owner,22,156000,850000
Hyundai Xcent,Hyundai,Xcent,2018,48000,Diesel,Manual,First Owner,25,685000,450000
Volkswagen Polo,Volkswagen,Polo,2012,200000,Diesel,Manual,First Owner,22,645000,240000
Maruti Swift Dzire,Maruti,Swift Dzire,2015,135000,Diesel,Manual,First Owner,27,690000,600000
Chevrolet Enjoy,Chevrolet,Enjoy,2016,110000,Diesel,Manual,Second Owner,18,766000,280000
Hyundai Verna,Hyundai,Verna,2012,146000,Diesel,Manual,Second Owner,22,932000,465000
Maruti Alto 800,Maruti,Alto 800,2018,44000,Petrol,Manual,First Owner,25,503000,350000
Hyundai i10,Hyundai,i10,2013,70000,Petrol,Manual,First Owner,20,707000,325000
Tata Indigo,Tata,Indigo,2013,80000,Diesel,Manual,First Owner,23,566000,220000
Mahindra Bolero,Mahindra,Bolero,2015,60000,Diesel,Manual,First Owner,16,920000,515000
Maruti Ciaz,Maruti,Ciaz,2018,40000,Petrol,Manual,First Owner,21,887000,750000
Hyundai EON,Hyundai,EON,2018,25000,Petrol,Manual,First Owner,21,450000,350000
Hyundai Grand i10,Hyundai,Grand i10,2019,15000,Petrol,Manual,First Owner,19,707000,488999
Maruti Alto 800,Maruti,Alto 800,2017,27000,Petrol,Manual,First Owner,25,503000,300000
Maruti Beno,Maruti,Beno,2017,35000,Diesel,Manual,Second Owner,27,949000,650000
Maruti A-Star,Maruti,A-Star,2014,40000,Petrol,Manual,First Owner,19,488000,250000
Maruti Alto 800,Maruti,Alto 800,2014,40000,Petrol,Manual,Third Owner,23,503000,200000
Mahindra Scorpio,Mahindra,Scorpio,2015,75262,Diesel,Manual,First Owner,15,133000,950000
Tata Indigo,Tata,Indigo,2012,120000,Diesel,Manual,First Owner,23,566000,200000
Hyundai EON,Hyundai,EON,2016,60000,Petrol,Manual,First Owner,20,450000,276000
Hyundai EON,Hyundai,EON,2014,40000,Petrol,Manual,First Owner,21,450000,250000
Tata Indigo,Tata,Indigo,2011,70000,Diesel,Manual,Second Owner,24,566000,200000
Hyundai Verna,Hyundai,Verna,2012,100000,Diesel,Manual,Second Owner,22,932000,450000
Mahindra XUV 500,Mahindra,XUV 500,2013,18000,Diesel,Manual,First Owner,15,149500,900000
Tata Indigo,Tata,Indigo,2010,175000,Diesel,Manual,First Owner,19,566000,200000
Hyundai i10,Hyundai,i10,2010,70000,Petrol,Manual,Second Owner,20,707000,200000
Mahindra Bolero,Mahindra,Bolero,2011,91863,Diesel,Manual,Second Owner,16,920000,370000
Renault KWID,Renault,KWID,2016,10000,Petrol,Manual,First Owner,25,449000,290000
Maruti Ertiga,Maruti,Ertiga,2018,35000,Diesel,Manual,First Owner,25,969000,900000
Ford Figo,Ford,Figo,2013,120000,Diesel,Manual,Second Owner,20,690000,325000
Hyundai Grand i10,Hyundai,Grand i10,2016,30000,Petrol,Manual,First Owner,19,707000,425000
Renault KWID,Renault,KWID,2016,60000,Petrol,Manual,First Owner,25,449000,315000
Maruti Alto 800,Maruti,Alto 800,2014,70000,Petrol,Manual,First Owner,24,503000,300000
Hyundai i10,Hyundai,i10,2013,70000,Petrol,Manual,Second Owner,20,707000,325000
Hyundai Creta,Hyundai,Creta,2016,130000,Diesel,Manual,First Owner,21,102800,900000
Hyundai Creta,Hyundai,Creta,2016,133000,Diesel,Manual,First Owner,21,102800,950000
Volkswagen Ameo,Volkswagen,Ameo,2019,20000,Petrol,Manual,First Owner,19,567000,500000
Ford Figo,Ford,Figo,2012,25000,Petrol,Manual,First Owner,16,690000,290000
Tata Nano,Tata,Nano,2012,90000,Petrol,Manual,First Owner,25,251000,60000
Maruti A-Star,Maruti,A-Star,2009,140000,Petrol,Manual,Third Owner,19,488000,120000
Honda City,Honda,City,2017,103000,Diesel,Manual,First Owner,26,113800,850000
Toyota Innova Crysta,Toyota,Innova Crysta,2017,23000,Diesel,Manual,First Owner,14,178600,1750000
Honda City,Honda,City,2015,128000,Diesel,Manual,First Owner,26,113800,600000
Volkswagen Polo,Volkswagen,Polo,2015,33000,Diesel,Manual,First Owner,20,645000,620000
Maruti Alto 800,Maruti,Alto 800,2009,70000,Petrol,Manual,Second Owner,20,503000,150000
Tata Indica Vista,Tata,Indica Vista,2011,80000,Diesel,Manual,First Owner,17,611000,200000
Maruti Ciaz,Maruti,Ciaz,2015,70000,Diesel,Manual,First Owner,26,887000,730000
Toyota Innova,Toyota,Innova,2013,100000,Diesel,Manual,First Owner,13,186300,800000
Mahindra Xylo,Mahindra,Xylo,2009,90000,Diesel,Manual,Second Owner,14,998000,300000
Ford Figo,Ford,Figo,2012,112000,Diesel,Manual,Second Owner,20,690000,190000
Hyundai Xcent,Hyundai,Xcent,2015,62000,Diesel,Manual,Second Owner,24,685000,509999
Maruti Ertiga,Maruti,Ertiga,2012,90000,Diesel,Manual,First Owner,21,969000,400000
Toyota Innova,Toyota,Innova,2013,80000,Diesel,Manual,First Owner,13,186300,800000
Tata Manza,Tata,Manza,2013,50000,Diesel,Manual,First Owner,21,768000,250000
Hyundai Creta,Hyundai,Creta,2016,47552,Diesel,Manual,Second Owner,20,102800,930000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2016,40000,Diesel,Manual,Second Owner,24,784000,720000
Ford Figo,Ford,Figo,2011,15000,Petrol,Manual,First Owner,16,690000,225000
Ford EcoSport,Ford,EcoSport,2019,20000,Diesel,Manual,First Owner,23,961000,950000
Hyundai i20 Active,Hyundai,i20 Active,2018,52000,Petrol,Manual,First Owner,17,713000,530000
Hyundai i20 Magna,Hyundai,i20 Magna,2016,70000,Petrol,Manual,First Owner,19,698000,470000
Mahindra Bolero,Mahindra,Bolero,2017,110000,Diesel,Manual,First Owner,16,920000,650000
Tata Safari,Tata,Safari,2014,77500,Diesel,Manual,Second Owner,14,152000,540000
Maruti Swift,Maruti,Swift,2015,100000,Diesel,Manual,Second Owner,25,591000,459999
Renault KWID,Renault,KWID,2019,14700,Petrol,Manual,First Owner,25,449000,325000
Maruti Omni,Maruti,Omni,2016,40000,Petrol,Manual,First Owner,17,261000,240000
Mahindra KUV 100,Mahindra,KUV 100,2017,32000,Petrol,Manual,Second Owner,18,615000,400000
Maruti Swift Dzire,Maruti,Swift Dzire,2009,80000,Petrol,Manual,First Owner,18,690000,250000
Toyota Innova,Toyota,Innova,2014,80000,Diesel,Manual,Second Owner,13,186300,910000
Maruti Swift Dzire,Maruti,Swift Dzire,2018,25000,Diesel,Manual,First Owner,28,690000,720000
Maruti Swift Dzire,Maruti,Swift Dzire,2015,50000,Diesel,Manual,First Owner,27,690000,590000
Chevrolet Tavera,Chevrolet,Tavera,2015,120000,Diesel,Manual,First Owner,14,118300,434000
Mahindra KUV 100,Mahindra,KUV 100,2018,19700,Petrol,Manual,First Owner,18,615000,445000
Hyundai Santro Xing,Hyundai,Santro Xing,2011,70000,CNG,Manual,First Owner,13,447000,191000
Ford Figo,Ford,Figo,2018,50000,Diesel,Manual,Fourth & Above Owner,26,690000,372000
Ford Figo,Ford,Figo,2015,140000,Diesel,Manual,First Owner,20,690000,300000
Tata Tigor,Tata,Tigor,2017,40000,Petrol,Manual,First Owner,20,582000,520000
Maruti Alto 800,Maruti,Alto 800,2014,70000,Petrol,Manual,Third Owner,23,503000,190000
Datsun RediGO,Datsun,RediGO,2018,7000,Petrol,Manual,First Owner,23,383000,310000
Toyota Innova,Toyota,Innova,2012,90000,Diesel,Manual,First Owner,13,186300,750000
Mahindra TUV 300,Mahindra,TUV 300,2016,110000,Diesel,Automatic,First Owner,18,859000,750000
Maruti Alto 800,Maruti,Alto 800,2019,15000,Petrol,Manual,First Owner,24,503000,350000
Maruti Alto 800,Maruti,Alto 800,2020,5000,Petrol,Manual,First Owner,22,503000,360000
Renault KWID,Renault,KWID,2017,5000,Petrol,Manual,First Owner,25,449000,285000
Maruti Alto 800,Maruti,Alto 800,2013,70000,Petrol,Manual,Second Owner,23,503000,160000
Datsun GO,Datsun,GO,2015,60000,Petrol,Manual,Second Owner,19,412000,229999
Datsun RediGO,Datsun,RediGO,2018,7000,Petrol,Manual,First Owner,23,383000,300000
Mahindra Scorpio,Mahindra,Scorpio,2014,120000,Diesel,Manual,First Owner,12,133000,675000
Mahindra Scorpio,Mahindra,Scorpio,2014,145241,Diesel,Manual,First Owner,12,133000,700000
Renault KWID,Renault,KWID,2016,30000,Petrol,Manual,Third Owner,25,449000,254999
Mahindra Scorpio,Mahindra,Scorpio,2015,80000,Diesel,Manual,Second Owner,15,133000,1050000
Maruti Swift Dzire,Maruti,Swift Dzire,2013,100000,Diesel,Manual,First Owner,23,690000,390000
Toyota Etios,Toyota,Etios,2015,80000,Diesel,Manual,First Owner,24,869000,450000
Toyota Innova Crysta,Toyota,Innova Crysta,2016,40000,Diesel,Automatic,Second Owner,11,178600,1630000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,50000,Diesel,Manual,First Owner,24,784000,725000
Tata Safari,Tata,Safari,2013,95500,Diesel,Manual,Second Owner,14,152000,466000
Ford Figo,Ford,Figo,2017,40000,Petrol,Manual,Second Owner,18,690000,370000
Maruti Celerio,Maruti,Celerio,2017,15000,Petrol,Manual,First Owner,23,515000,483000
Hyundai Grand i10,Hyundai,Grand i10,2016,10000,Petrol,Manual,First Owner,19,707000,470000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2018,25000,Diesel,Manual,First Owner,24,784000,950000
Hyundai Verna,Hyundai,Verna,2013,50000,Petrol,Manual,Third Owner,17,932000,450000
Toyota Etios,Toyota,Etios,2011,70000,Petrol,Manual,First Owner,18,869000,345000
Maruti A-Star,Maruti,A-Star,2009,60000,Petrol,Manual,First Owner,19,488000,300000
Tata Zest,Tata,Zest,2020,40000,Petrol,Manual,First Owner,18,877000,500000
Mahindra XUV 500,Mahindra,XUV 500,2018,40000,Diesel,Manual,First Owner,16,149500,1350000
Hyundai Grand i10,Hyundai,Grand i10,2017,50000,Diesel,Manual,First Owner,24,707000,455000
Hyundai EON,Hyundai,EON,2013,45000,Petrol,Manual,Second Owner,21,450000,165000
Maruti Swift,Maruti,Swift,2016,23700,Petrol,Manual,First Owner,20,591000,470000
Maruti Swift,Maruti,Swift,2016,23700,Petrol,Manual,First Owner,20,591000,470000
Jeep Compass,Jeep,Compass,2019,10000,Petrol,Manual,First Owner,16,295900,1520000
Maruti Alto 800,Maruti,Alto 800,2014,53473,Petrol,Manual,First Owner,24,503000,229999
Mahindra Bolero,Mahindra,Bolero,2011,100000,Diesel,Manual,Second Owner,16,920000,250000
Mahindra XUV 500,Mahindra,XUV 500,2016,25000,Diesel,Manual,First Owner,16,149500,1350000
Hyundai Santro Xing,Hyundai,Santro Xing,2013,80000,Petrol,Manual,First Owner,18,447000,220000
Hyundai Xcent,Hyundai,Xcent,2015,120000,Diesel,Manual,First Owner,24,685000,360000
Maruti Alto 800,Maruti,Alto 800,2018,40000,Petrol,Manual,First Owner,24,503000,350000
Hyundai Verna,Hyundai,Verna,2012,70000,Diesel,Manual,First Owner,22,932000,500000
Chevrolet Beat,Chevrolet,Beat,2013,90000,Diesel,Manual,Third Owner,25,396000,145000
Chevrolet Sail,Chevrolet,Sail,2014,51000,Petrol,Manual,First Owner,18,530000,300000
Hyundai Accent,Hyundai,Accent,2009,87000,Petrol,Manual,Second Owner,13,586000,180000
Maruti Swift Dzire,Maruti,Swift Dzire,2013,40000,Diesel,Manual,First Owner,23,690000,530000
Renault Duster,Renault,Duster,2014,90000,Diesel,Manual,Second Owner,19,101900,620000
Toyota Etios,Toyota,Etios,2015,110000,Petrol,Manual,Third Owner,17,869000,360000
Hyundai Santro Xing,Hyundai,Santro Xing,2010,86000,Petrol,Manual,Second Owner,18,447000,245000
Ford Fiesta,Ford,Fiesta,2014,140000,Diesel,Manual,Second Owner,25,103200,650000
Maruti Swift,Maruti,Swift,2019,18000,Petrol,Manual,First Owner,21,591000,610000
Maruti Alto 800,Maruti,Alto 800,2015,24000,Petrol,Manual,First Owner,24,503000,300000
Hyundai Grand i10,Hyundai,Grand i10,2014,60000,Diesel,Manual,First Owner,24,707000,425000
Hyundai Verna,Hyundai,Verna,2012,150000,Diesel,Manual,Third Owner,22,932000,450000
Hyundai Verna,Hyundai,Verna,2011,108000,Diesel,Manual,First Owner,22,932000,450000
Hyundai i10,Hyundai,i10,2011,60000,Petrol,Automatic,Third Owner,17,707000,340000
Maruti Ertiga,Maruti,Ertiga,2013,90000,Diesel,Manual,First Owner,21,969000,650000
Tata Indigo,Tata,Indigo,2009,70000,Diesel,Manual,First Owner,19,566000,160000
Tata Indica Vista,Tata,Indica Vista,2014,120000,Diesel,Manual,First Owner,19,611000,250000
Chevrolet Beat,Chevrolet,Beat,2012,100000,Diesel,Manual,Third Owner,25,396000,225000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,40000,Petrol,Manual,First Owner,21,690000,500000
Ford Figo,Ford,Figo,2016,70000,Diesel,Manual,First Owner,26,690000,500000
Maruti Swift,Maruti,Swift,2011,60000,Diesel,Manual,First Owner,23,591000,400000
Mahindra Bolero,Mahindra,Bolero,2013,90000,Diesel,Manual,First Owner,16,920000,550000
Hyundai i10,Hyundai,i10,2012,65000,Petrol,Manual,First Owner,20,707000,280000
Maruti Swift Dzire,Maruti,Swift Dzire,2014,88000,Diesel,Manual,First Owner,23,690000,580000
Tata Manza,Tata,Manza,2009,80000,Diesel,Manual,Third Owner,19,768000,100000
Mahindra Scorpio,Mahindra,Scorpio,2014,60000,Diesel,Manual,First Owner,14,133000,550000
Mahindra TUV 300,Mahindra,TUV 300,2017,38000,Diesel,Manual,First Owner,18,859000,700000
Tata Manza,Tata,Manza,2010,80000,Petrol,Manual,Third Owner,15,768000,150000
Hyundai EON,Hyundai,EON,2014,60000,Petrol,Manual,Second Owner,21,450000,190000
Mahindra Bolero,Mahindra,Bolero,2013,110000,Diesel,Manual,First Owner,16,920000,500000
Maruti Swift,Maruti,Swift,2017,110000,Diesel,Manual,First Owner,25,591000,640000
Hyundai Elite i20,Hyundai,Elite i20,2019,43000,Diesel,Manual,First Owner,23,658000,811000
Maruti Ritz,Maruti,Ritz,2016,120000,Diesel,Manual,First Owner,23,525000,409999
Tata Indica,Tata,Indica,2013,120000,Diesel,Manual,Second Owner,18,469000,170000
Hyundai Elite i20,Hyundai,Elite i20,2018,25000,Petrol,Manual,First Owner,19,658000,700000
Mahindra Scorpio,Mahindra,Scorpio,2015,80000,Diesel,Manual,Second Owner,15,133000,950000
Jaguar XF,Jaguar,XF,2017,9000,Diesel,Automatic,First Owner,14,716000,2711000
Jaguar XF,Jaguar,XF,2017,45000,Diesel,Automatic,First Owner,19,716000,3200000
